0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,,,"As of December 31, 2025","As of December 31, 2025","As of December 31, 2025",,,,"As of March 31, 2026","As of March 31, 2026","As of March 31, 2026"
Weighted-average remaining lease term:,Weighted-average remaining lease term:,Weighted-average remaining lease term:,,,,,,,,,
Operating leases,Operating leases,Operating leases,7.6 years,7.6 years,7.6 years,,,,7.8 years,7.8 years,7.8 years
Finance leases,Finance leases,Finance leases,8.3 years,8.3 years,8.3 years,,,,9.0 years,9.0 years,9.0 years
Weighted-average discount rate:,Weighted-average discount rate:,Weighted-average discount rate:,,,,,,,,,
Operating leases,Operating leases,Operating leases,3.6,3.6,%,,,,3.7,3.7,%
Finance leases,Finance leases,Finance leases,3.1,3.1,%,,,,3.0,3.0,%
