0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,,,"As of December 31, 2025","As of December 31, 2025","As of December 31, 2025",,,,"As of March 31, 2026","As of March 31, 2026","As of March 31, 2026"
Long-lived assets:,Long-lived assets:,Long-lived assets:,,,,,,,,,
United States,United States,United States,$,195337,,,,,$,227266,
International,International,International,66481,66481,,,,,69263,69263,
Total long-lived assets,Total long-lived assets,Total long-lived assets,$,261818,,,,,$,296529,
